id,cnpj,municipio,mesorregiao,setor,porte,natureza_juridica,capital_social,num_funcionarios,faturamento_anual_estimado,data_abertura,situacao,data_situacao
4548,34.000.340/9488-44,Videira,Oeste Catarinense,Comércio varejista,ME,Sociedade Limitada,95781.22,7,328198.12,2024-01-04,Baixada,2025-11-10
4549,68.237.117/5763-95,Brusque,Vale do Itajaí,Tecnologia da informação,ME,Sociedade Limitada,38156.68,8,223183.55,2021-07-14,Baixada,2024-09-02
4550,89.595.628/7514-34,Joinville,Norte Catarinense,Comércio varejista,MEI,Empresário Individual,5077.77,0,69955.41,2020-01-19,Ativa,
4551,22.935.533/6053-69,Joinville,Norte Catarinense,Transporte e logística,ME,Sociedade Limitada,64130.24,2,83909.97,2025-11-08,Ativa,
4552,45.148.181/4792-21,Camboriú,Vale do Itajaí,Construção civil,MEI,Empresário Individual,19628.61,1,12272.74,2019-06-26,Baixada,2021-02-04
4553,87.114.125/3839-74,Criciúma,Sul Catarinense,Indústria alimentícia,Média,Sociedade Anônima Fechada,3244907.44,230,7164563.45,2025-05-07,Ativa,
4554,43.648.302/4390-93,Criciúma,Sul Catarinense,Tecnologia da informação,ME,Sociedade Limitada,183192.56,6,355259.15,2021-10-05,Ativa,
4555,84.937.077/4420-84,Florianópolis,Grande Florianópolis,Transporte e logística,Média,Sociedade Anônima Fechada,14013844.68,,27442735.49,2021-06-16,Baixada,2022-03-31
4556,28.217.353/4581-16,Blumenau,Vale do Itajaí,Alimentação e bebidas,ME,Sociedade Limitada,29681.48,4,239965.01,2019-12-15,Baixada,2022-12-27
4557,51.236.623/7404-06,Chapecó,Oeste Catarinense,Indústria metalúrgica,MEI,Empresário Individual,18720.48,1,48677.85,2025-12-10,Ativa,
4558,06.935.174/1268-31,Lages,Serrana,Alimentação e bebidas,MEI,Empresário Individual,17405.55,1,-1,2019-10-26,Baixada,2023-09-09
4559,18.557.751/5473-82,Itajaí,Vale do Itajaí,Beleza e estética,EPP,Sociedade Limitada,2858910.43,17,3874191.37,2025-09-02,Ativa,
4560,50.401.280/9479-34,Joinville,Norte Catarinense,Imobiliário,MEI,Empresário Individual,13648.59,1,21961.67,2024-11-23,Ativa,
4561,33.723.157/0298-41,Rio do Sul,Vale do Itajaí,Educação e treinamento,MEI,Empresário Individual,11077.28,1,38502.01,2024-01-24,Baixada,2025-04-22
4562,14.043.044/5762-32,Blumenau,Vale do Itajaí,Comércio varejista,MEI,Empresário Individual,2808.59,0,-1,2023-08-05,Ativa,
4563,45.025.482/9746-15,Joinville,Norte Catarinense,Indústria metalúrgica,MEI,Empresário Individual,2219.67,0,80790.26,2025-10-15,Ativa,
4564,59.922.715/9576-96,Blumenau,Vale do Itajaí,Saúde e bem-estar,MEI,Empresário Individual,2127.94,0,20305.29,2020-05-03,Ativa,
4565,27.143.100/8224-50,Navegantes,Vale do Itajaí,Transporte e logística,MEI,Empresário Individual,8662.52,1,14642.87,2021-07-09,Ativa,
4566,93.188.561/6971-24,Joinville,Norte Catarinense,Alimentação e bebidas,EPP,Sociedade Limitada,1174821.43,43,2472884.88,2020-01-17,Suspensa,
4567,96.118.502/1770-30,Blumenau,Vale do Itajaí,Alimentação e bebidas,ME,Sociedade Limitada,108679.62,9,264816.4,2022-09-15,Baixada,2023-12-01
4568,54.220.340/4011-34,Blumenau,Vale do Itajaí,Alimentação e bebidas,ME,Sociedade Limitada,15478.33,5,337964.89,2022-03-17,Suspensa,
4569,05.404.789/4392-83,Balneário Camboriú,Vale do Itajaí,Construção civil,MEI,Empresário Individual,7627.33,1,50075.44,2021-11-19,Ativa,
4570,27.990.881/0911-76,Caçador,Oeste Catarinense,Tecnologia da informação,MEI,Empresário Individual,10003.94,0,27016.81,2024-11-21,Ativa,
4571,93.685.134/9827-34,Joinville,Norte Catarinense,Serviços profissionais,MEI,Empresário Individual,12800.21,,18523.81,2024-09-13,Baixada,2025-03-03
4572,97.804.810/9056-54,Lages,Serrana,Saúde e bem-estar,ME,Sociedade Limitada,289982.78,5,272267.85,2023-08-26,Ativa,
4573,67.107.701/7701-81,Chapecó,Oeste Catarinense,Serviços profissionais,MEI,Empresário Individual,15137.53,1,55906.46,2025-12-09,Suspensa,
4574,76.976.784/1231-56,Palhoça,Grande Florianópolis,Alimentação e bebidas,ME,Sociedade Limitada,126690.22,2,131084.36,2023-04-15,Ativa,
4575,46.419.808/1564-39,Florianópolis,Grande Florianópolis,Saúde e bem-estar,Média,Sociedade Anônima Fechada,14708028.76,186,18657915.54,2021-06-16,Ativa,
4576,68.039.075/6113-89,Palhoça,Grande Florianópolis,Comércio varejista,ME,Sociedade Limitada,87655.02,2,342185.61,2021-04-27,Ativa,
4577,54.681.595/7696-25,Florianópolis,Grande Florianópolis,Educação e treinamento,MEI,Empresário Individual,3766.21,1,75134.77,2023-08-06,Ativa,
4578,03.205.306/4908-58,Itajaí,Vale do Itajaí,Serviços profissionais,MEI,Empresário Individual,14875.22,1,66618.22,2021-10-28,Ativa,
4579,87.646.113/2988-33,São José,Grande Florianópolis,Construção civil,MEI,Empresário Individual,10649.95,0,47604.14,2022-05-06,Ativa,
4580,77.580.218/8342-90,Joinville,Norte Catarinense,Indústria alimentícia,EPP,Sociedade Limitada,3679237.19,13,449171.94,2023-12-16,Ativa,
4581,10.310.026/7993-57,São Bento do Sul,Norte Catarinense,Tecnologia da informação,MEI,Empresário Individual,4821.22,0,74978.22,2020-01-08,Ativa,
4582,06.017.429/0629-81,Florianópolis,Grande Florianópolis,Saúde e bem-estar,MEI,Empresário Individual,18515.84,1,77681.3,2019-11-28,Ativa,
4583,01.588.480/1408-09,Joinville,Norte Catarinense,Alimentação e bebidas,MEI,Empresário Individual,16246.61,1,30378.25,2023-03-30,Suspensa,
4584,55.551.490/3479-47,Lages,Serrana,Imobiliário,MEI,Empresário Individual,5292.11,1,32504.87,2019-02-20,Ativa,
4585,77.630.493/1531-14,Criciúma,Sul Catarinense,Alimentação e bebidas,MEI,Empresário Individual,17690.83,0,46043.44,2024-05-18,Baixada,2025-05-22
4586,85.515.306/3377-31,Florianópolis,Grande Florianópolis,Saúde e bem-estar,EPP,Sociedade Limitada,3392293.53,44,3177044.13,2024-04-13,Ativa,
4587,36.425.117/9087-57,Jaraguá do Sul,Norte Catarinense,Turismo e hotelaria,ME,Sociedade Limitada,197369.79,4,221692.76,2020-09-18,Ativa,
4588,09.958.509/1153-22,,Não informada,Agronegócio,MEI,Empresário Individual,6858.7,,12468.86,2022-05-10,Ativa,
4589,47.245.712/6772-80,Itajaí,Vale do Itajaí,Saúde e bem-estar,ME,Sociedade Limitada,201871.91,8,359245.34,2022-06-08,Ativa,
4590,97.842.553/9611-68,Criciúma,Sul Catarinense,Imobiliário,MEI,Empresário Individual,2020.6,1,79606.44,2025-09-21,Ativa,
4591,74.196.453/7573-94,Concórdia,Oeste Catarinense,Beleza e estética,EPP,Sociedade Limitada,550163.71,10,2470352.21,2024-09-25,Ativa,
4592,93.717.599/2711-47,Joinville,Norte Catarinense,Serviços profissionais,MEI,Empresário Individual,17791.67,,59043.13,2025-10-22,Suspensa,
4593,94.232.361/7896-14,Tubarão,Sul Catarinense,Transporte e logística,MEI,Empresário Individual,14316.84,0,39072.07,2020-10-06,Ativa,
4594,85.093.206/5670-27,Florianópolis,Grande Florianópolis,Indústria metalúrgica,MEI,Empresário Individual,6838.25,0,79567.56,2022-03-27,Ativa,
4595,98.908.839/0676-72,Joinville,Norte Catarinense,Indústria alimentícia,EPP,Sociedade Limitada,3045164.82,43,3235595.0,2021-12-02,Ativa,
4596,45.051.499/2289-21,Itajaí,Vale do Itajaí,Indústria metalúrgica,Média,Sociedade Anônima Fechada,28412094.05,224,34455390.9,2025-07-23,Ativa,
4597,08.564.175/0465-84,Blumenau,Vale do Itajaí,Serviços profissionais,MEI,Empresário Individual,,1,30839.73,2022-12-23,Ativa,
4598,61.626.577/1229-07,Criciúma,Sul Catarinense,Comércio varejista,Média,Sociedade Anônima Fechada,7858034.12,95,34515831.17,2019-02-12,Ativa,
4599,19.033.271/7666-41,Camboriú,Vale do Itajaí,Comércio varejista,MEI,Empresário Individual,16007.35,0,23611.46,2022-11-23,Baixada,2024-07-14
4600,54.488.087/3612-61,Mafra,Norte Catarinense,Comércio varejista,MEI,Empresário Individual,12925.15,1,48031.38,2019-05-10,Ativa,
4601,98.572.626/0561-41,Joinville,Norte Catarinense,Serviços profissionais,MEI,Empresário Individual,4752.19,0,69091.98,2021-02-25,Baixada,2022-11-10
4602,42.508.763/9719-10,Jaraguá do Sul,Norte Catarinense,Comércio varejista,MEI,Empresário Individual,12036.0,1,61151.56,2019-12-27,Ativa,
4603,45.199.173/9316-97,Joinville,Norte Catarinense,Alimentação e bebidas,ME,Sociedade Limitada,184559.03,9,352711.85,2019-02-20,Baixada,2020-12-11
4604,18.249.067/6533-63,Gaspar,Vale do Itajaí,Indústria têxtil e vestuário,ME,Sociedade Limitada,267879.88,9,338643.6,2024-03-05,Ativa,
4605,68.850.162/6148-15,Palhoça,Grande Florianópolis,Turismo e hotelaria,MEI,Empresário Individual,7850.08,0,32776.22,2023-10-16,Suspensa,
4606,50.574.455/0098-61,Joinville,Norte Catarinense,Comércio varejista,EPP,Sociedade Limitada,1145567.04,14,2511069.02,2020-12-17,Ativa,
4607,79.055.496/0155-98,Navegantes,Vale do Itajaí,Tecnologia da informação,MEI,Empresário Individual,1730.77,0,65350.81,2025-03-12,Ativa,
4608,59.488.475/5541-32,Lages,Serrana,Educação e treinamento,MEI,Empresário Individual,16898.24,1,30105.3,2022-12-27,Ativa,
4609,15.272.773/8202-64,Rio do Sul,Vale do Itajaí,Agronegócio,EPP,Sociedade Limitada,1374197.25,30,1042951.56,2022-04-13,Suspensa,
4610,72.000.023/4143-23,Florianópolis,Grande Florianópolis,Indústria metalúrgica,EPP,Sociedade Limitada,4234685.0,12,1386172.58,2022-11-09,Ativa,
4611,90.846.093/6758-45,Blumenau,Vale do Itajaí,Beleza e estética,MEI,Empresário Individual,7728.64,1,61378.67,2023-01-25,Baixada,2024-02-06
4612,17.118.129/8716-94,Brusque,Vale do Itajaí,Indústria têxtil e vestuário,EPP,Sociedade Limitada,1713222.87,30,2791507.01,2025-07-03,Ativa,
4613,08.775.462/9693-47,Chapecó,Oeste Catarinense,Serviços profissionais,EPP,Sociedade Limitada,791384.06,18,3451321.32,2024-12-17,Ativa,
4614,35.200.063/3388-70,Joinville,Norte Catarinense,Agronegócio,MEI,Empresário Individual,6127.2,0,29515.68,2024-12-11,Ativa,
4615,04.520.561/8741-85,Florianópolis,Grande Florianópolis,Indústria metalúrgica,Média,Sociedade Anônima Fechada,5104111.07,104,48108536.27,2019-08-09,Suspensa,
4616,09.871.042/8832-22,Tubarão,Sul Catarinense,Saúde e bem-estar,MEI,Empresário Individual,8340.02,1,29137.89,2022-06-14,Baixada,2025-06-05
4617,82.769.722/4601-93,Brusque,Vale do Itajaí,Educação e treinamento,MEI,Empresário Individual,1981.92,0,33294.78,2020-09-08,Baixada,2022-03-08
4618,47.684.283/8883-01,São Bento do Sul,Norte Catarinense,Tecnologia da informação,MEI,Empresário Individual,11960.77,1,65250.6,2019-02-07,Baixada,2020-02-17
4619,86.321.185/1339-39,Imbituba,Sul Catarinense,Alimentação e bebidas,MEI,Empresário Individual,6980.68,1,29368.69,2019-01-17,Baixada,2020-07-13
4620,48.345.996/1940-38,Jaraguá do Sul,Norte Catarinense,Alimentação e bebidas,ME,Sociedade Limitada,354471.13,5,150183.54,2024-10-17,Ativa,
4621,67.550.576/8534-43,,Não informada,Transporte e logística,MEI,Empresário Individual,2957.95,0,54413.71,2020-09-10,Baixada,2023-04-28
4622,14.768.624/9826-77,Mafra,Norte Catarinense,Serviços profissionais,MEI,Empresário Individual,3966.05,0,35811.53,2019-07-07,Baixada,2020-08-13
4623,14.246.474/0005-61,Chapecó,Oeste Catarinense,Tecnologia da informação,ME,Sociedade Limitada,84827.13,5,325359.39,2019-02-25,Ativa,
4624,22.329.623/4091-04,Chapecó,Oeste Catarinense,Tecnologia da informação,MEI,Empresário Individual,1199.15,1,15675.75,2023-12-11,Ativa,
4625,04.869.357/2347-96,Chapecó,Oeste Catarinense,Indústria alimentícia,MEI,Empresário Individual,14905.12,1,72075.95,2023-02-11,Baixada,2025-04-30
4626,69.662.609/3331-73,Blumenau,Vale do Itajaí,Serviços profissionais,ME,Sociedade Limitada,287253.12,5,220378.71,2019-01-20,Ativa,
4627,24.979.584/2382-36,Chapecó,Oeste Catarinense,Educação e treinamento,MEI,Empresário Individual,10653.26,1,62005.36,2023-12-30,Ativa,
4628,12.977.248/3037-59,Imbituba,Sul Catarinense,Alimentação e bebidas,MEI,Empresário Individual,5467.74,0,33774.46,2022-03-10,Ativa,
4629,03.722.914/6715-65,Itajaí,Vale do Itajaí,Serviços profissionais,ME,Sociedade Limitada,41084.86,3,278703.84,2020-08-22,Ativa,
4630,13.683.365/2808-47,Itajaí,Vale do Itajaí,Beleza e estética,ME,Sociedade Limitada,147572.06,4,261166.31,2022-02-22,Ativa,
4631,31.137.495/9662-43,Indaial,Vale do Itajaí,Serviços profissionais,Média,Sociedade Anônima Fechada,48888549.87,95,22739083.54,2019-12-30,Ativa,
4632,61.503.152/1972-45,Joinville,Norte Catarinense,Transporte e logística,Média,Sociedade Anônima Fechada,28882144.21,198,22741372.74,2025-12-23,Ativa,
4633,78.907.091/6044-47,Camboriú,Vale do Itajaí,Construção civil,MEI,Empresário Individual,14003.42,0,80701.26,2023-04-02,Ativa,
4634,69.929.503/9820-02,Joinville,Norte Catarinense,Comércio varejista,EPP,Sociedade Limitada,2717287.34,10,3349141.36,2020-09-13,Baixada,2023-11-17
4635,93.636.476/9270-60,Itajaí,Vale do Itajaí,Alimentação e bebidas,MEI,Empresário Individual,1802.3,1,56753.48,2020-06-18,Ativa,
4636,03.394.454/0237-23,Concórdia,Oeste Catarinense,Transporte e logística,ME,Sociedade Limitada,68099.76,5,335395.07,2019-09-29,Ativa,
4637,82.638.152/2882-04,Navegantes,Vale do Itajaí,Agronegócio,MEI,Empresário Individual,2400.42,0,53739.27,2020-06-04,Baixada,2021-03-22
4638,41.069.227/6419-91,Balneário Camboriú,Vale do Itajaí,Construção civil,MEI,Empresário Individual,3332.98,1,29723.09,2019-08-03,Baixada,2022-10-01
4639,73.051.149/6078-36,Laguna,Sul Catarinense,Comércio varejista,EPP,Sociedade Limitada,2326906.4,17,3355157.89,2025-01-20,Ativa,
4640,71.483.050/4456-67,São José,Grande Florianópolis,Turismo e hotelaria,MEI,Empresário Individual,17992.51,0,18715.03,2025-05-07,Ativa,
4641,79.517.871/2580-10,Araranguá,Sul Catarinense,Imobiliário,ME,Sociedade Limitada,178541.46,1,144277.79,2025-11-03,Ativa,
4642,15.957.672/1011-96,Florianópolis,Grande Florianópolis,Tecnologia da informação,EPP,Sociedade Limitada,2050856.13,34,2618643.05,2023-05-06,Ativa,
4643,49.640.543/1506-89,Joinville,Norte Catarinense,Indústria têxtil e vestuário,MEI,Empresário Individual,11176.38,1,71629.45,2025-09-23,Ativa,
4644,74.329.220/1453-64,Blumenau,Vale do Itajaí,Serviços profissionais,ME,Sociedade Limitada,179737.95,4,112336.87,2019-12-14,Suspensa,
4645,12.478.530/2092-64,Blumenau,Vale do Itajaí,Saúde e bem-estar,MEI,Empresário Individual,4881.75,1,77331.13,2022-05-21,Ativa,
4646,02.079.559/1498-73,Joinville,Norte Catarinense,Construção civil,MEI,Empresário Individual,6770.25,1,64654.05,2019-01-01,Ativa,
4647,90.766.704/2647-05,Joinville,Norte Catarinense,Educação e treinamento,EPP,Sociedade Limitada,3479164.9,35,1786328.3,2020-05-19,Suspensa,
4648,86.423.645/5625-42,Criciúma,Sul Catarinense,Comércio varejista,MEI,Empresário Individual,3982.14,0,75386.43,2019-06-15,Ativa,
4649,28.494.535/2561-03,Joinville,Norte Catarinense,Serviços profissionais,EPP,Sociedade Limitada,1348509.63,29,1483536.01,2023-07-30,Ativa,
4650,06.298.592/3297-50,Chapecó,Oeste Catarinense,Comércio varejista,ME,Sociedade Limitada,283118.02,8,176996.78,2024-09-28,Ativa,
4651,31.596.832/4082-18,Concórdia,Oeste Catarinense,Tecnologia da informação,EPP,Sociedade Limitada,3038992.7,26,1441969.22,2023-05-30,Ativa,
4652,00.639.399/2012-77,Florianópolis,Grande Florianópolis,Comércio varejista,MEI,Empresário Individual,6218.5,1,62249.7,2025-05-21,Ativa,
4653,34.360.607/7131-31,Concórdia,Oeste Catarinense,Transporte e logística,MEI,Empresário Individual,14009.68,1,43435.56,2021-10-01,Ativa,
4654,92.667.503/1510-30,Joinville,Norte Catarinense,Comércio varejista,MEI,Empresário Individual,16690.57,0,63795.37,2022-09-23,Ativa,
4655,03.095.124/7412-75,Rio do Sul,Vale do Itajaí,Indústria alimentícia,MEI,Empresário Individual,1895.29,0,70230.12,2020-09-24,Baixada,2021-01-25
4656,83.737.698/9560-92,,Não informada,Alimentação e bebidas,MEI,Empresário Individual,17091.7,1,52681.31,2020-12-26,Ativa,
4657,44.359.296/5397-64,Blumenau,Vale do Itajaí,Alimentação e bebidas,MEI,Empresário Individual,6233.0,0,12126.47,2019-08-16,Ativa,
4658,43.393.143/4398-38,Joinville,Norte Catarinense,Saúde e bem-estar,EPP,Sociedade Limitada,1507565.83,22,2871794.43,2024-07-06,Ativa,
4659,05.969.037/1390-76,Jaraguá do Sul,Norte Catarinense,Comércio varejista,MEI,Empresário Individual,1642.39,1,42636.79,2021-02-22,Ativa,
4660,06.190.155/2564-98,Itajaí,Vale do Itajaí,Tecnologia da informação,MEI,Empresário Individual,3078.59,0,19869.9,2023-07-20,Ativa,
4661,89.536.645/7762-30,Brusque,Vale do Itajaí,Construção civil,MEI,Empresário Individual,7778.17,1,68273.0,2024-10-07,Baixada,2025-11-08
4662,81.396.331/7763-31,Chapecó,Oeste Catarinense,Comércio varejista,MEI,Empresário Individual,2095.82,0,17293.48,2019-08-07,Ativa,
4663,83.062.173/9223-06,Florianópolis,Grande Florianópolis,Construção civil,EPP,Sociedade Limitada,,42,3435448.35,2023-06-05,Ativa,
4664,48.681.747/9145-25,Indaial,Vale do Itajaí,Comércio varejista,EPP,Sociedade Limitada,1666495.55,16,741638.27,2020-12-26,Suspensa,
4665,80.176.471/7944-05,Rio do Sul,Vale do Itajaí,Educação e treinamento,ME,Sociedade Limitada,89806.0,5,279504.45,2025-05-24,Ativa,
4666,22.327.425/3242-23,Canoinhas,Norte Catarinense,Saúde e bem-estar,ME,Sociedade Limitada,267610.93,9,261008.18,2022-04-13,Ativa,
4667,90.301.862/0284-18,Camboriú,Vale do Itajaí,Comércio varejista,MEI,Empresário Individual,11033.74,0,80537.84,2023-06-29,Ativa,
4668,26.494.088/3695-63,Concórdia,Oeste Catarinense,Agronegócio,MEI,Empresário Individual,2704.96,1,40254.62,2020-05-15,Baixada,2021-05-22
4669,00.523.384/4389-63,Joinville,Norte Catarinense,Saúde e bem-estar,EPP,Sociedade Limitada,735732.37,42,4690691.02,2020-03-24,Ativa,
4670,86.409.777/7747-14,Palhoça,Grande Florianópolis,Alimentação e bebidas,EPP,Sociedade Limitada,4117702.2,35,3713196.48,2022-01-04,Ativa,
4671,81.365.946/7573-95,Concórdia,Oeste Catarinense,Comércio varejista,MEI,Empresário Individual,5920.95,0,17402.86,2022-02-12,Ativa,
4672,16.132.490/6907-00,São José,Grande Florianópolis,Alimentação e bebidas,MEI,Empresário Individual,10325.48,0,65221.3,2020-07-05,Suspensa,
4673,15.862.853/2331-91,Joinville,Norte Catarinense,Indústria têxtil e vestuário,ME,Sociedade Limitada,185032.31,5,204711.14,2025-09-23,Ativa,
4674,54.212.028/5333-80,Chapecó,Oeste Catarinense,Indústria metalúrgica,ME,Sociedade Limitada,262665.27,8,190818.98,2024-05-25,Ativa,
4675,99.788.316/6224-58,Joinville,Norte Catarinense,Educação e treinamento,ME,Sociedade Limitada,243067.65,3,176501.12,2021-12-18,Ativa,
4676,88.435.110/9929-59,Palhoça,Grande Florianópolis,Indústria metalúrgica,ME,Sociedade Limitada,193552.28,8,208144.82,2024-10-17,Ativa,
4677,66.005.407/5762-79,Canoinhas,Norte Catarinense,Saúde e bem-estar,MEI,Empresário Individual,,0,60295.85,2025-07-20,Ativa,
4678,78.982.767/7074-06,Chapecó,Oeste Catarinense,Comércio varejista,MEI,Empresário Individual,4253.38,0,22899.92,2025-08-03,Ativa,
4679,41.177.059/1361-85,Canoinhas,Norte Catarinense,Comércio varejista,MEI,Empresário Individual,11177.49,1,21267.05,2021-07-18,Ativa,
4680,62.659.616/3502-32,Chapecó,Oeste Catarinense,Indústria alimentícia,EPP,Sociedade Limitada,2194769.16,16,1678330.91,2025-01-02,Ativa,
4681,78.538.057/9411-33,Joinville,Norte Catarinense,Alimentação e bebidas,MEI,Empresário Individual,11143.82,0,30552.94,2022-05-03,Ativa,
4682,20.185.654/5342-62,Joinville,Norte Catarinense,Tecnologia da informação,MEI,Empresário Individual,1141.62,0,71736.82,2020-03-25,Ativa,
4683,46.683.121/1369-31,São José,Grande Florianópolis,Turismo e hotelaria,MEI,Empresário Individual,15076.1,1,76662.5,2021-03-05,Ativa,
4684,29.972.679/3468-14,Blumenau,Vale do Itajaí,Indústria têxtil e vestuário,ME,Sociedade Limitada,245536.83,2,320653.55,2021-03-01,Baixada,2021-06-11
4685,06.518.133/8224-49,São José,Grande Florianópolis,Indústria alimentícia,MEI,Empresário Individual,1841.09,0,24595.32,2020-03-07,Ativa,
4686,37.562.612/1362-11,Navegantes,Vale do Itajaí,Indústria têxtil e vestuário,MEI,Empresário Individual,6454.81,0,51046.85,2021-01-05,Ativa,
4687,95.228.736/3792-30,Canoinhas,Norte Catarinense,Construção civil,Média,Sociedade Anônima Fechada,42705768.96,105,18422204.72,2022-04-24,Ativa,
4688,44.601.132/3502-13,Brusque,Vale do Itajaí,Comércio varejista,MEI,Empresário Individual,7934.61,0,70157.74,2025-02-08,Ativa,
4689,70.869.420/6802-82,Blumenau,Vale do Itajaí,Comércio varejista,MEI,Empresário Individual,15730.08,0,24053.09,2025-11-15,Ativa,
4690,12.169.138/8532-08,Itajaí,Vale do Itajaí,Comércio varejista,MEI,Empresário Individual,19168.63,0,38791.75,2021-04-21,Ativa,
4691,27.375.209/0641-36,Itajaí,Vale do Itajaí,Alimentação e bebidas,MEI,Empresário Individual,,1,42415.32,2022-03-16,Suspensa,
4692,94.959.368/2434-31,Itajaí,Vale do Itajaí,Saúde e bem-estar,ME,Sociedade Limitada,290569.54,5,322474.79,2022-09-15,Baixada,2023-04-12
4693,17.443.860/7303-16,Jaraguá do Sul,Norte Catarinense,Comércio varejista,ME,Sociedade Limitada,326996.35,3,170480.14,2019-04-04,Ativa,
4694,07.830.066/5335-67,Joinville,Norte Catarinense,Tecnologia da informação,MEI,Empresário Individual,18000.66,1,17987.61,2020-03-16,Ativa,
4695,60.914.530/9965-43,Joinville,Norte Catarinense,Alimentação e bebidas,Grande,Sociedade Anônima,259752320.88,1389,310286558.98,2025-12-23,Ativa,
4696,00.735.900/7401-23,Florianópolis,Grande Florianópolis,Construção civil,MEI,Empresário Individual,13093.2,1,38411.22,2022-10-08,Ativa,
4697,36.617.187/8946-52,Criciúma,Sul Catarinense,Imobiliário,Média,Sociedade Anônima Fechada,8561895.64,137,42042274.55,2025-07-09,Ativa,
4698,69.878.636/7072-41,Lages,Serrana,Tecnologia da informação,MEI,Empresário Individual,14482.63,1,50361.06,2023-10-05,Ativa,
4699,29.237.527/7975-88,Joinville,Norte Catarinense,Agronegócio,MEI,Empresário Individual,4817.46,1,40493.09,2022-11-07,Ativa,
4700,37.558.767/6017-21,Criciúma,Sul Catarinense,Serviços profissionais,ME,Sociedade Limitada,270353.92,4,126970.5,2019-10-27,Suspensa,
4701,68.898.833/7576-11,Balneário Camboriú,Vale do Itajaí,Comércio varejista,ME,Sociedade Limitada,162698.6,3,317898.14,2025-11-21,Ativa,
4702,25.534.616/9500-54,Itajaí,Vale do Itajaí,Saúde e bem-estar,ME,Sociedade Limitada,225618.87,8,348135.19,2022-10-04,Ativa,
4703,36.172.967/1784-54,Concórdia,Oeste Catarinense,Comércio varejista,MEI,Empresário Individual,7766.07,1,43474.53,2022-06-09,Ativa,
4704,44.239.028/7985-26,Balneário Camboriú,Vale do Itajaí,Saúde e bem-estar,ME,Sociedade Limitada,118079.0,8,214181.05,2022-03-21,Ativa,
4705,40.335.978/2984-27,São José,Grande Florianópolis,Indústria alimentícia,Média,Sociedade Anônima Fechada,27831539.25,206,17923873.82,2025-05-19,Ativa,
4706,46.964.885/1393-02,Chapecó,Oeste Catarinense,Construção civil,MEI,Empresário Individual,17763.92,0,74914.67,2023-03-23,Suspensa,
4707,89.161.905/8113-37,Criciúma,Sul Catarinense,Comércio varejista,MEI,Empresário Individual,17311.95,1,24962.07,2024-03-04,Ativa,
4708,12.009.088/3759-70,Videira,Oeste Catarinense,Tecnologia da informação,MEI,Empresário Individual,2716.23,0,29263.23,2019-04-03,Ativa,
4709,37.724.865/0736-36,Joinville,Norte Catarinense,Serviços profissionais,MEI,Empresário Individual,15345.98,1,44154.03,2024-05-18,Ativa,
4710,16.995.153/5338-44,Florianópolis,Grande Florianópolis,Beleza e estética,MEI,Empresário Individual,3821.17,1,68511.17,2022-08-08,Ativa,
4711,77.382.487/7532-09,Itajaí,Vale do Itajaí,Imobiliário,MEI,Empresário Individual,2703.72,1,18752.15,2021-10-31,Baixada,2023-07-28
4712,77.349.025/0627-37,Navegantes,Vale do Itajaí,Comércio varejista,MEI,Empresário Individual,11386.87,1,45127.96,2024-03-04,Suspensa,
4713,28.941.298/7653-54,Florianópolis,Grande Florianópolis,Tecnologia da informação,MEI,Empresário Individual,18920.36,1,36624.47,2021-11-01,Ativa,
4714,71.581.112/7710-70,Itajaí,Vale do Itajaí,Construção civil,MEI,Empresário Individual,15641.95,0,59391.77,2019-05-08,Baixada,2020-02-08
4715,87.961.920/8501-02,Lages,Serrana,Serviços profissionais,ME,Sociedade Limitada,143206.04,3,301414.69,2022-03-22,Ativa,
4716,70.797.748/5450-17,Balneário Camboriú,Vale do Itajaí,Serviços profissionais,MEI,Empresário Individual,3287.5,1,72818.91,2025-10-26,Ativa,
4717,65.451.830/7936-51,Florianópolis,Grande Florianópolis,Beleza e estética,ME,Sociedade Limitada,83259.64,5,322175.28,2025-06-21,Ativa,
4718,56.356.558/2430-52,Rio do Sul,Vale do Itajaí,Comércio varejista,MEI,Empresário Individual,5899.12,1,63172.65,2025-10-08,Suspensa,
4719,56.915.344/4470-33,Navegantes,Vale do Itajaí,Imobiliário,ME,Sociedade Limitada,93469.81,8,134777.54,2021-09-24,Baixada,2023-03-29
4720,56.826.328/2070-67,São José,Grande Florianópolis,Indústria alimentícia,MEI,Empresário Individual,3568.84,0,28461.67,2020-10-17,Ativa,
4721,37.029.521/2215-92,Biguaçu,Grande Florianópolis,Comércio varejista,MEI,Empresário Individual,2901.18,0,58253.86,2025-03-05,Baixada,2025-11-13
4722,28.239.240/9851-43,Brusque,Vale do Itajaí,Alimentação e bebidas,MEI,Empresário Individual,4424.88,1,-1,2024-12-08,Ativa,
4723,86.986.676/3445-28,Florianópolis,Grande Florianópolis,Imobiliário,EPP,Sociedade Limitada,3908325.95,28,1595554.69,2021-09-23,Ativa,
4724,15.907.629/4636-77,Florianópolis,Grande Florianópolis,Tecnologia da informação,MEI,Empresário Individual,18624.14,0,33540.52,2020-01-20,Ativa,
4725,85.067.209/0119-13,,Não informada,Agronegócio,MEI,Empresário Individual,13938.21,1,54495.17,2023-08-15,Ativa,
4726,87.870.448/5596-63,Palhoça,Grande Florianópolis,Construção civil,MEI,Empresário Individual,,1,47349.44,2025-05-01,Suspensa,
